row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.917949,0.00022333412100006278,0.00022333412100006278
0,1,linear_r0c1,0.215361189858,0.214951,-0.0004101898580000096,0.0004101898580000096
0,2,linear_r0c2,0.101806986705,0.101323,-0.0004839867050000085,0.0004839867050000085
0,3,tx,-35.802956505323024,-35.633517,0.16943950532302665,0.16943950532302665
1,0,linear_r1c0,-0.202393799825,-0.20152,0.0008737998249999934,0.0008737998249999934
1,1,linear_r1c1,1.026031128239,1.024603,-0.0014281282390000705,0.0014281282390000705
1,2,linear_r1c2,0.068892775316,0.069451,0.0005582246840000055,0.0005582246840000055
1,3,ty,20.810875376898007,20.810066,-0.0008093768980081961,0.0008093768980081961
2,0,linear_r2c0,-0.082539638924,-0.082326,0.00021363892400000362,0.00021363892400000362
2,1,linear_r2c1,-0.094437732193,-0.093925,0.0005127321930000067,0.0005127321930000067
2,2,linear_r2c2,0.963061537592,0.962412,-0.0006495375919999269,0.0006495375919999269
2,3,tz,21.910904304285992,21.964248,0.05334369571400899,0.05334369571400899
