row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.9184,0.000674334121000042,0.000674334121000042
0,1,linear_r0c1,0.215361189858,0.214632,-0.0007291898580000233,0.0007291898580000233
0,2,linear_r0c2,0.101806986705,0.101006,-0.0008009867050000063,0.0008009867050000063
0,3,tx,-35.802956505323024,-35.630998,0.17195850532302615,0.17195850532302615
1,0,linear_r1c0,-0.202393799825,-0.202484,-9.020017499999922e-05,9.020017499999922e-05
1,1,linear_r1c1,1.026031128239,1.024729,-0.001302128239,0.001302128239
1,2,linear_r1c2,0.068892775316,0.069607,0.0007142246840000088,0.0007142246840000088
1,3,ty,20.810875376898007,20.901859,0.09098362310199448,0.09098362310199448
2,0,linear_r2c0,-0.082539638924,-0.082505,3.463892400000501e-05,3.463892400000501e-05
2,1,linear_r2c1,-0.094437732193,-0.094147,0.00029073219300000674,0.00029073219300000674
2,2,linear_r2c2,0.963061537592,0.962283,-0.0007785375919999726,0.0007785375919999726
2,3,tz,21.910904304285992,21.992471,0.08156669571400599,0.08156669571400599
