row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.917328,-0.0003976658789999199,0.0003976658789999199
0,1,linear_r0c1,0.215361189858,0.213154,-0.0022071898580000027,0.0022071898580000027
0,2,linear_r0c2,0.101806986705,0.10364,0.001833013294999991,0.001833013294999991
0,3,tx,-35.802956505323024,-35.784028,0.018928505323025036,0.018928505323025036
1,0,linear_r1c0,-0.202393799825,-0.19897,0.00342379982499999,0.00342379982499999
1,1,linear_r1c1,1.026031128239,1.025055,-0.0009761282389999515,0.0009761282389999515
1,2,linear_r1c2,0.068892775316,0.068443,-0.00044977531599998954,0.00044977531599998954
1,3,ty,20.810875376898007,20.637571,-0.17330437689800604,0.17330437689800604
2,0,linear_r2c0,-0.082539638924,-0.08175,0.0007896389239999968,0.0007896389239999968
2,1,linear_r2c1,-0.094437732193,-0.093729,0.0007087321929999946,0.0007087321929999946
2,2,linear_r2c2,0.963061537592,0.961776,-0.0012855375920000078,0.0012855375920000078
2,3,tz,21.910904304285992,21.958978,0.04807369571400599,0.04807369571400599
