row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.917822,9.633412100007455e-05,9.633412100007455e-05
0,1,linear_r0c1,0.215361189858,0.215333,-2.8189858000016166e-05,2.8189858000016166e-05
0,2,linear_r0c2,0.101806986705,0.101813,6.013294999995811e-06,6.013294999995811e-06
0,3,tx,-65.164686810573,-65.186407,-0.02172018942700049,0.02172018942700049
1,0,linear_r1c0,-0.202393799825,-0.202315,7.879982500000327e-05,7.879982500000327e-05
1,1,linear_r1c1,1.026031128239,1.025993,-3.812823900006812e-05,3.812823900006812e-05
1,2,linear_r1c2,0.068892775316,0.068742,-0.00015077531599999583,0.00015077531599999583
1,3,ty,34.244612410648,34.263792,0.019179589351999482,0.019179589351999482
2,0,linear_r2c0,-0.082539638924,-0.082452,8.76389240000025e-05,8.76389240000025e-05
2,1,linear_r2c1,-0.094437732193,-0.094552,-0.00011426780699999584,0.00011426780699999584
2,2,linear_r2c2,0.963061537592,0.963109,4.746240800002077e-05,4.746240800002077e-05
2,3,tz,48.650383494911,48.631798,-0.018585494910993816,0.018585494910993816
