row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.91784,0.00011433412100003704,0.00011433412100003704
0,1,linear_r0c1,0.215361189858,0.21659,0.001228810141999992,0.001228810141999992
0,2,linear_r0c2,0.101806986705,0.099819,-0.001987986705,0.001987986705
0,3,tx,-21.474432116361015,-21.396583,0.07784911636101555,0.07784911636101555
1,0,linear_r1c0,-0.202393799825,-0.203234,-0.0008402001749999999,0.0008402001749999999
1,1,linear_r1c1,1.026031128239,1.02408,-0.0019511282389998996,0.0019511282389998996
1,2,linear_r1c2,0.068892775316,0.069189,0.0002962246840000071,0.0002962246840000071
1,3,ty,14.255211704428032,14.456928,0.20171629557196802,0.20171629557196802
2,0,linear_r2c0,-0.082539638924,-0.080699,0.0018406389239999932,0.0018406389239999932
2,1,linear_r2c1,-0.094437732193,-0.095379,-0.0009412678070000041,0.0009412678070000041
2,2,linear_r2c2,0.963061537592,0.964704,0.0016424624080000338,0.0016424624080000338
2,3,tz,8.862038459261015,8.609723,-0.2523154592610144,0.2523154592610144
