row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.917484,-0.00024166587899998593,0.00024166587899998593
0,1,linear_r0c1,0.215361189858,0.214853,-0.0005081898580000244,0.0005081898580000244
0,2,linear_r0c2,0.101806986705,0.101408,-0.00039898670500000677,0.00039898670500000677
0,3,tx,-35.802956505323024,-35.655313,0.14764350532302473,0.14764350532302473
1,0,linear_r1c0,-0.202393799825,-0.201918,0.0004757998250000117,0.0004757998250000117
1,1,linear_r1c1,1.026031128239,1.024431,-0.0016001282389999094,0.0016001282389999094
1,2,linear_r1c2,0.068892775316,0.067508,-0.0013847753159999948,0.0013847753159999948
1,3,ty,20.810875376898007,21.149736,0.3388606231019935,0.3388606231019935
2,0,linear_r2c0,-0.082539638924,-0.082333,0.00020663892399999662,0.00020663892399999662
2,1,linear_r2c1,-0.094437732193,-0.093301,0.0011367321930000063,0.0011367321930000063
2,2,linear_r2c2,0.963061537592,0.962419,-0.0006425375919999476,0.0006425375919999476
2,3,tz,21.910904304285992,21.90173,-0.009174304285991752,0.009174304285991752
