row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.917133,-0.0005926658789999761,0.0005926658789999761
0,1,linear_r0c1,0.215361189858,0.215372,1.0810141999995082e-05,1.0810141999995082e-05
0,2,linear_r0c2,0.101806986705,0.100764,-0.0010429867049999986,0.0010429867049999986
0,3,tx,-35.802956505323024,-35.516548,0.2864085053230241,0.2864085053230241
1,0,linear_r1c0,-0.202393799825,-0.201713,0.0006807998249999947,0.0006807998249999947
1,1,linear_r1c1,1.026031128239,1.024194,-0.0018371282389999521,0.0018371282389999521
1,2,linear_r1c2,0.068892775316,0.069278,0.00038522468400001286,0.00038522468400001286
1,3,ty,20.810875376898007,20.90632,0.09544462310199364,0.09544462310199364
2,0,linear_r2c0,-0.082539638924,-0.082547,-7.361075999995359e-06,7.361075999995359e-06
2,1,linear_r2c1,-0.094437732193,-0.093874,0.0005637321930000022,0.0005637321930000022
2,2,linear_r2c2,0.963061537592,0.962395,-0.0006665375919999716,0.0006665375919999716
2,3,tz,21.910904304285992,21.976585,0.0656806957140077,0.0656806957140077
