row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.918464,0.000738334120999995,0.000738334120999995
0,1,linear_r0c1,0.215361189858,0.214532,-0.0008291898580000123,0.0008291898580000123
0,2,linear_r0c2,0.101806986705,0.101284,-0.0005229867050000059,0.0005229867050000059
0,3,tx,-35.802956505323024,-35.706442,0.09651450532302164,0.09651450532302164
1,0,linear_r1c0,-0.202393799825,-0.202007,0.000386799825000006,0.000386799825000006
1,1,linear_r1c1,1.026031128239,1.023605,-0.002426128238999903,0.002426128238999903
1,2,linear_r1c2,0.068892775316,0.069323,0.00043022468400000236,0.00043022468400000236
1,3,ty,20.810875376898007,21.020923,0.21004762310199254,0.21004762310199254
2,0,linear_r2c0,-0.082539638924,-0.082902,-0.00036236107600000345,0.00036236107600000345
2,1,linear_r2c1,-0.094437732193,-0.094275,0.00016273219300000363,0.00016273219300000363
2,2,linear_r2c2,0.963061537592,0.962486,-0.0005755375920000194,0.0005755375920000194
2,3,tz,21.910904304285992,22.062405,0.15150069571400593,0.15150069571400593
