row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.981078,0.06335233412100005,0.06335233412100005
0,1,linear_r0c1,0.215361189858,0.225044,0.009682810141999981,0.009682810141999981
0,2,linear_r0c2,0.101806986705,0.100867,-0.0009399867050000066,0.0009399867050000066
0,3,tx,-13.957829158217038,-16.008795,-2.0509658417829613,2.0509658417829613
1,0,linear_r1c0,-0.202393799825,-0.432014,-0.229620200175,0.229620200175
1,1,linear_r1c1,1.026031128239,0.873138,-0.15289312823900003,0.15289312823900003
1,2,linear_r1c2,0.068892775316,-0.07999,-0.148882775316,0.148882775316
1,3,ty,10.816175023788016,22.503724,11.687548976211982,11.687548976211982
2,0,linear_r2c0,-0.082539638924,-0.193937,-0.111397361076,0.111397361076
2,1,linear_r2c1,-0.094437732193,-0.190965,-0.096527267807,0.096527267807
2,2,linear_r2c2,0.963061537592,0.931305,-0.03175653759199992,0.03175653759199992
2,3,tz,2.0167317864610084,7.43583,5.419098213538992,5.419098213538992
