row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.91799,0.0002643341210000205,0.0002643341210000205
0,1,linear_r0c1,0.215361189858,0.215073,-0.0002881898580000264,0.0002881898580000264
0,2,linear_r0c2,0.101806986705,0.100933,-0.00087398670500001,0.00087398670500001
0,3,tx,-35.802956505323024,-35.625316,0.17764050532302633,0.17764050532302633
1,0,linear_r1c0,-0.202393799825,-0.201578,0.0008157998249999909,0.0008157998249999909
1,1,linear_r1c1,1.026031128239,1.02406,-0.0019711282390000306,0.0019711282390000306
1,2,linear_r1c2,0.068892775316,0.069517,0.0006242246840000021,0.0006242246840000021
1,3,ty,20.810875376898007,20.857365,0.046489623101994226,0.046489623101994226
2,0,linear_r2c0,-0.082539638924,-0.082279,0.0002606389239999951,0.0002606389239999951
2,1,linear_r2c1,-0.094437732193,-0.093893,0.0005447321929999971,0.0005447321929999971
2,2,linear_r2c2,0.963061537592,0.962523,-0.0005385375919999547,0.0005385375919999547
2,3,tz,21.910904304285992,21.935903,0.02499869571400737,0.02499869571400737
