row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.918338,0.0006123341210000355,0.0006123341210000355
0,1,linear_r0c1,0.215361189858,0.215401,3.981014199999633e-05,3.981014199999633e-05
0,2,linear_r0c2,0.101806986705,0.10314,0.0013330132949999907,0.0013330132949999907
0,3,tx,-35.802956505323024,-35.914874,-0.1119174946769732,0.1119174946769732
1,0,linear_r1c0,-0.202393799825,-0.201109,0.0012847998249999881,0.0012847998249999881
1,1,linear_r1c1,1.026031128239,1.025887,-0.0001441282390000076,0.0001441282390000076
1,2,linear_r1c2,0.068892775316,0.068097,-0.0007957753159999886,0.0007957753159999886
1,3,ty,20.810875376898007,20.752309,-0.05856637689800692,0.05856637689800692
2,0,linear_r2c0,-0.082539638924,-0.079633,0.0029066389240000046,0.0029066389240000046
2,1,linear_r2c1,-0.094437732193,-0.092575,0.0018627321929999968,0.0018627321929999968
2,2,linear_r2c2,0.963061537592,0.961225,-0.001836537591999976,0.001836537591999976
2,3,tz,21.910904304285992,21.598063,-0.31284130428599255,0.31284130428599255
