row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.231552790153,0.231262,-0.00029079015300001454,0.00029079015300001454
0,1,linear_r0c1,0.974582085927,0.974624,4.19140730000267e-05,4.19140730000267e-05
0,2,linear_r0c2,0.291404913653,0.291236,-0.00016891365299998018,0.00016891365299998018
0,3,tx,-120.183406642556,-120.141985,0.04142164255598857,0.04142164255598857
1,0,linear_r1c0,-0.614904379404,-0.614217,0.0006873794039999881,0.0006873794039999881
1,1,linear_r1c1,0.280146965149,0.280654,0.00050703485100001,0.00050703485100001
1,2,linear_r1c2,0.229765030835,0.229987,0.0002219691650000022,0.0002219691650000022
1,3,ty,283.987419686551,283.657791,-0.3296286865510183,0.3296286865510183
2,0,linear_r2c0,0.112784546845,0.112674,-0.00011054684500000356,0.00011054684500000356
2,1,linear_r2c1,-0.512907588364,-0.513441,-0.0005334116360000696,0.0005334116360000696
2,2,linear_r2c2,0.654020967341,0.654232,0.0002110326590000211,0.0002110326590000211
2,3,tz,175.604737878534,175.814929,0.2101911214660106,0.2101911214660106
