row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.918359,0.0006333341210000842,0.0006333341210000842
0,1,linear_r0c1,0.215361189858,0.214727,-0.0006341898580000116,0.0006341898580000116
0,2,linear_r0c2,0.101806986705,0.100922,-0.0008849867050000071,0.0008849867050000071
0,3,tx,-35.802956505323024,-35.617221,0.18573550532302363,0.18573550532302363
1,0,linear_r1c0,-0.202393799825,-0.201256,0.0011377998250000076,0.0011377998250000076
1,1,linear_r1c1,1.026031128239,1.024717,-0.001314128238999901,0.001314128238999901
1,2,linear_r1c2,0.068892775316,0.068828,-6.477531599999309e-05,6.477531599999309e-05
1,3,ty,20.810875376898007,20.838623,0.02774762310199108,0.02774762310199108
2,0,linear_r2c0,-0.082539638924,-0.083158,-0.0006183610759999958,0.0006183610759999958
2,1,linear_r2c1,-0.094437732193,-0.093933,0.0005047321929999987,0.0005047321929999987
2,2,linear_r2c2,0.963061537592,0.962214,-0.0008475375919999584,0.0008475375919999584
2,3,tz,21.910904304285992,22.067245,0.15634069571400744,0.15634069571400744
