row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.990171,0.07244533412100007,0.07244533412100007
0,1,linear_r0c1,0.215361189858,0.222317,0.006955810141999974,0.006955810141999974
0,2,linear_r0c2,0.101806986705,0.114378,0.012571013294999989,0.012571013294999989
0,3,tx,-13.957829158217038,-16.478215,-2.5203858417829608,2.5203858417829608
1,0,linear_r1c0,-0.202393799825,-0.433051,-0.23065720017500002,0.23065720017500002
1,1,linear_r1c1,1.026031128239,0.873448,-0.152583128239,0.152583128239
1,2,linear_r1c2,0.068892775316,-0.08153,-0.150422775316,0.150422775316
1,3,ty,10.816175023788016,22.557252,11.741076976211982,11.741076976211982
2,0,linear_r2c0,-0.082539638924,-0.213054,-0.130514361076,0.130514361076
2,1,linear_r2c1,-0.094437732193,-0.185233,-0.09079526780700001,0.09079526780700001
2,2,linear_r2c2,0.963061537592,0.902899,-0.060162537591999965,0.060162537591999965
2,3,tz,2.0167317864610084,8.422726,6.4059942135389925,6.4059942135389925
