row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.917691,-3.466587899991769e-05,3.466587899991769e-05
0,1,linear_r0c1,0.215361189858,0.215349,-1.2189858000000164e-05,1.2189858000000164e-05
0,2,linear_r0c2,0.101806986705,0.101977,0.0001700132949999933,0.0001700132949999933
0,3,tx,-65.164686810573,-65.185145,-0.020458189427003504,0.020458189427003504
1,0,linear_r1c0,-0.202393799825,-0.202498,-0.00010420017500001322,0.00010420017500001322
1,1,linear_r1c1,1.026031128239,1.025924,-0.00010712823899994284,0.00010712823899994284
1,2,linear_r1c2,0.068892775316,0.068769,-0.00012377531599999658,0.00012377531599999658
1,3,ty,34.244612410648,34.311075,0.06646258935199967,0.06646258935199967
2,0,linear_r2c0,-0.082539638924,-0.082385,0.00015463892400000012,0.00015463892400000012
2,1,linear_r2c1,-0.094437732193,-0.094285,0.0001527321930000075,0.0001527321930000075
2,2,linear_r2c2,0.963061537592,0.963159,9.746240800001527e-05,9.746240800001527e-05
2,3,tz,48.650383494911,48.538707,-0.11167649491099496,0.11167649491099496
