row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.917845,0.00011933412100006979,0.00011933412100006979
0,1,linear_r0c1,0.215361189858,0.215143,-0.0002181898580000119,0.0002181898580000119
0,2,linear_r0c2,0.101806986705,0.101514,-0.0002929867050000118,0.0002929867050000118
0,3,tx,-35.802956505323024,-35.673545,0.12941150532302714,0.12941150532302714
1,0,linear_r1c0,-0.202393799825,-0.201717,0.0006767998249999907,0.0006767998249999907
1,1,linear_r1c1,1.026031128239,1.0252,-0.0008311282390001118,0.0008311282390001118
1,2,linear_r1c2,0.068892775316,0.069353,0.0004602246840000046,0.0004602246840000046
1,3,ty,20.810875376898007,20.765026,-0.04584937689800839,0.04584937689800839
2,0,linear_r2c0,-0.082539638924,-0.082231,0.0003086389240000015,0.0003086389240000015
2,1,linear_r2c1,-0.094437732193,-0.094014,0.000423732193000001,0.000423732193000001
2,2,linear_r2c2,0.963061537592,0.962296,-0.0007655375919999319,0.0007655375919999319
2,3,tz,21.910904304285992,21.935179,0.024274695714009198,0.024274695714009198
