row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.918768,0.001042334121000077,0.001042334121000077
0,1,linear_r0c1,0.215361189858,0.214866,-0.0004951898580000114,0.0004951898580000114
0,2,linear_r0c2,0.101806986705,0.100927,-0.0008799867050000021,0.0008799867050000021
0,3,tx,-35.802956505323024,-35.661697,0.14125950532302767,0.14125950532302767
1,0,linear_r1c0,-0.202393799825,-0.201502,0.0008917998250000114,0.0008917998250000114
1,1,linear_r1c1,1.026031128239,1.024881,-0.00115012823900007,0.00115012823900007
1,2,linear_r1c2,0.068892775316,0.068798,-9.477531599999534e-05,9.477531599999534e-05
1,3,ty,20.810875376898007,20.862158,0.05128262310199361,0.05128262310199361
2,0,linear_r2c0,-0.082539638924,-0.083228,-0.0006883610759999964,0.0006883610759999964
2,1,linear_r2c1,-0.094437732193,-0.093935,0.0005027321929999967,0.0005027321929999967
2,2,linear_r2c2,0.963061537592,0.962432,-0.0006295375920000179,0.0006295375920000179
2,3,tz,21.910904304285992,22.045238,0.13433369571400888,0.13433369571400888
