row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,1.037162,0.11943633412099997,0.11943633412099997
0,1,linear_r0c1,0.215361189858,0.239178,0.02381681014199999,0.02381681014199999
0,2,linear_r0c2,0.101806986705,0.060827,-0.040979986705000006,0.040979986705000006
0,3,tx,-13.957829158217038,-17.66231,-3.7044808417829636,3.7044808417829636
1,0,linear_r1c0,-0.202393799825,-0.345812,-0.143418200175,0.143418200175
1,1,linear_r1c1,1.026031128239,0.910878,-0.11515312823900004,0.11515312823900004
1,2,linear_r1c2,0.068892775316,0.006772,-0.06212077531599999,0.06212077531599999
1,3,ty,10.816175023788016,18.266633,7.4504579762119825,7.4504579762119825
2,0,linear_r2c0,-0.082539638924,-0.223068,-0.14052836107599997,0.14052836107599997
2,1,linear_r2c1,-0.094437732193,-0.187067,-0.09262926780700001,0.09262926780700001
2,2,linear_r2c2,0.963061537592,0.968221,0.005159462408000026,0.005159462408000026
2,3,tz,2.0167317864610084,8.07419,6.057458213538991,6.057458213538991
