match_index,source_x,source_y,source_z,reference_x,reference_y,reference_z,predicted_source_x,predicted_source_y,predicted_source_z,residual_x,residual_y,residual_z,residual_l2,raw_delta_l2
0.0,139.0,91.0,4.0,163.0,102.0,4.0,136.32591599999998,92.71758500000001,2.773066,2.674084000000022,-1.717585000000014,1.226934,3.406785950369815,26.40075756488817
1.0,182.0,177.0,7.0,191.0,188.0,19.0,182.062104,176.259074,6.802457000000002,-0.062104000000005044,0.7409260000000017,0.1975429999999978,0.7693188423150717,18.601075237738275
2.0,131.0,50.0,8.0,168.0,61.0,6.0,132.300042,49.819239,8.148942000000002,-1.3000419999999906,0.18076099999999684,-0.14894200000000168,1.3209721648274708,38.65229618017538
3.0,160.0,199.0,8.0,163.0,205.0,20.0,160.103669,199.40735700000002,8.470462,-0.10366899999999646,-0.40735700000001884,-0.4704619999999995,0.6308894359981106,13.74772708486752
4.0,137.0,44.0,9.0,174.0,57.0,7.0,137.051446,44.57693400000001,8.994003,-0.05144599999999855,-0.5769340000000085,0.005997000000000696,0.5792542578876824,39.26830783214372
5.0,133.0,206.0,9.0,134.0,204.0,17.0,132.94963099999998,204.029304,8.066368999999998,0.05036900000001765,1.9706960000000038,0.9336310000000019,2.1812488635499663,8.306623862918075
6.0,206.0,74.0,10.0,237.0,98.0,19.0,204.94915999999998,74.71664200000001,11.491413,1.0508400000000222,-0.7166420000000073,-1.4914129999999997,1.960141116943639,40.22437072223753
7.0,127.0,221.0,12.0,124.0,218.0,22.0,127.282801,220.74549900000002,12.384225999999998,-0.2828010000000063,0.25450099999997633,-0.3842259999999982,0.5407187657904894,10.862780491200215
8.0,102.0,150.0,13.0,113.0,147.0,14.0,101.095721,149.632755,12.278996,0.9042790000000025,0.36724499999999694,0.7210040000000006,1.213439808100098,11.445523142259598
9.0,38.0,127.0,14.0,54.0,114.0,7.0,39.098820999999994,127.23239400000003,13.511199,-1.0988209999999938,-0.23239400000002775,0.4888010000000005,1.2248840675255759,21.77154105707724
10.0,56.0,44.0,16.0,90.0,40.0,6.0,56.142249,44.040555,16.554126,-0.14224899999999963,-0.040554999999997676,-0.5541260000000001,0.5735286478476902,35.66510900025401
11.0,193.0,59.0,16.0,228.0,80.0,22.0,193.11411500000003,58.290451000000004,16.816506,-0.11411500000002661,0.7095489999999955,-0.8165060000000004,1.087733452947918,41.255302689472536
12.0,146.0,82.0,16.0,174.0,93.0,18.0,145.90926399999998,82.241251,16.190717999999997,0.09073600000002102,-0.24125100000000543,-0.19071799999999683,0.3206375246614239,30.14962686336267
13.0,131.0,156.0,16.0,142.0,158.0,22.0,130.906999,155.607843,16.553854,0.09300099999998679,0.3921569999999974,-0.5538540000000012,0.6849748549881206,12.68857754044952
14.0,210.0,178.0,16.0,219.0,194.0,32.0,210.385136,177.65718900000002,16.443654000000002,-0.3851359999999886,0.3428109999999833,-0.4436540000000022,0.6802043751204352,24.351591323771842
15.0,178.0,210.0,17.0,179.0,218.0,32.0,178.809936,210.33430900000002,17.478326000000003,-0.8099359999999933,-0.33430900000001884,-0.4783260000000027,0.9982758105118066,17.029386365926403
16.0,105.0,20.0,18.0,143.0,29.0,10.0,102.85890899999998,22.341767000000004,17.073884,2.141091000000017,-2.3417670000000044,0.9261160000000004,3.3054249648155825,39.8622628559895
17.0,126.0,123.0,18.0,144.0,127.0,21.0,125.97355800000003,123.357912,18.347061,0.02644199999997454,-0.3579119999999989,-0.34706100000000006,0.49925095576172707,18.681541692269406
18.0,155.0,56.0,19.0,188.0,70.0,19.0,153.920791,55.90767000000001,18.166655,1.0792089999999916,0.09232999999998981,0.8333450000000013,1.3666311805333515,35.84689665786984
19.0,145.0,90.0,21.0,171.0,100.0,24.0,145.26689399999998,90.43806900000001,21.553878,-0.2668939999999793,-0.4380690000000129,-0.553878000000001,0.7549289336626338,28.0178514522438
20.0,161.0,41.0,22.0,198.0,57.0,23.0,160.713358,40.840118000000004,22.417779000000003,0.2866420000000005,0.15988199999999608,-0.417779000000003,0.5312863473956408,40.32369030731191
21.0,86.0,164.0,22.0,95.0,155.0,22.0,87.09392699999998,162.021587,20.709008,-1.0939269999999794,1.978412999999989,1.2909919999999993,2.603354494486279,12.727922061357855
