row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.231552790153,0.229339,-0.0022137901530000226,0.0022137901530000226
0,1,linear_r0c1,0.974582085927,0.971964,-0.002618085926999969,0.002618085926999969
0,2,linear_r0c2,0.291404913653,0.292084,0.0006790863470000352,0.0006790863470000352
0,3,tx,-57.990932925931006,-57.475003,0.5159299259310046,0.5159299259310046
1,0,linear_r1c0,-0.614904379404,-0.615417,-0.0005126205959999908,0.0005126205959999908
1,1,linear_r1c1,0.280146965149,0.280868,0.000721034851000002,0.000721034851000002
1,2,linear_r1c2,0.229765030835,0.230533,0.0007679691649999931,0.0007679691649999931
1,3,ty,145.86337175905098,145.7927,-0.07067175905098111,0.07067175905098111
2,0,linear_r2c0,0.112784546845,0.110334,-0.0024505468449999984,0.0024505468449999984
2,1,linear_r2c1,-0.512907588364,-0.511299,0.0016085883640000187,0.0016085883640000187
2,2,linear_r2c2,0.654020967341,0.655913,0.0018920326589999537,0.0018920326589999537
2,3,tz,82.341978606284,82.29799,-0.04398860628400314,0.04398860628400314
