row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.918171,0.00044533412100000724,0.00044533412100000724
0,1,linear_r0c1,0.215361189858,0.215367,5.810141999990082e-06,5.810141999990082e-06
0,2,linear_r0c2,0.101806986705,0.100988,-0.0008189867050000105,0.0008189867050000105
0,3,tx,-21.474432116361015,-21.414679,0.05975311636101566,0.05975311636101566
1,0,linear_r1c0,-0.202393799825,-0.203352,-0.0009582001750000069,0.0009582001750000069
1,1,linear_r1c1,1.026031128239,1.02216,-0.0038711282390000434,0.0038711282390000434
1,2,linear_r1c2,0.068892775316,0.067969,-0.0009237753159999917,0.0009237753159999917
1,3,ty,14.255211704428032,14.623393,0.36818129557196855,0.36818129557196855
2,0,linear_r2c0,-0.082539638924,-0.082467,7.263892400000138e-05,7.263892400000138e-05
2,1,linear_r2c1,-0.094437732193,-0.092075,0.0023627321929999973,0.0023627321929999973
2,2,linear_r2c2,0.963061537592,0.965206,0.0021444624080000363,0.0021444624080000363
2,3,tz,8.862038459261015,8.631195,-0.23084345926101513,0.23084345926101513
