row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.918935,0.0012093341209999942,0.0012093341209999942
0,1,linear_r0c1,0.215361189858,0.215719,0.0003578101419999813,0.0003578101419999813
0,2,linear_r0c2,0.101806986705,0.100234,-0.0015729867050000013,0.0015729867050000013
0,3,tx,-21.474432116361015,-21.402649,0.07178311636101498,0.07178311636101498
1,0,linear_r1c0,-0.202393799825,-0.203224,-0.0008302001749999899,0.0008302001749999899
1,1,linear_r1c1,1.026031128239,1.024434,-0.0015971282389999342,0.0015971282389999342
1,2,linear_r1c2,0.068892775316,0.066864,-0.0020287753159999866,0.0020287753159999866
1,3,ty,14.255211704428032,14.578532,0.3233202955719676,0.3233202955719676
2,0,linear_r2c0,-0.082539638924,-0.080656,0.0018836389239999946,0.0018836389239999946
2,1,linear_r2c1,-0.094437732193,-0.095675,-0.0012372678069999948,0.0012372678069999948
2,2,linear_r2c2,0.963061537592,0.966749,0.0036874624079999974,0.0036874624079999974
2,3,tz,8.862038459261015,8.560554,-0.3014844592610153,0.3014844592610153
