row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.919685,0.0019593341210000226,0.0019593341210000226
0,1,linear_r0c1,0.215361189858,0.213589,-0.0017721898580000117,0.0017721898580000117
0,2,linear_r0c2,0.101806986705,0.101475,-0.00033198670500000915,0.00033198670500000915
0,3,tx,-35.802956505323024,-35.835941,-0.03298449467697395,0.03298449467697395
1,0,linear_r1c0,-0.202393799825,-0.198407,0.003986799824999998,0.003986799824999998
1,1,linear_r1c1,1.026031128239,1.026155,0.00012387176099992736,0.00012387176099992736
1,2,linear_r1c2,0.068892775316,0.068157,-0.000735775315999998,0.000735775315999998
1,3,ty,20.810875376898007,20.224392,-0.5864833768980056,0.5864833768980056
2,0,linear_r2c0,-0.082539638924,-0.082758,-0.0002183610759999982,0.0002183610759999982
2,1,linear_r2c1,-0.094437732193,-0.093725,0.0007127321929999986,0.0007127321929999986
2,2,linear_r2c2,0.963061537592,0.962249,-0.0008125375919999511,0.0008125375919999511
2,3,tz,21.910904304285992,22.070583,0.15967869571400684,0.15967869571400684
