row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.919891,0.002165334121000062,0.002165334121000062
0,1,linear_r0c1,0.215361189858,0.21343,-0.0019311898580000042,0.0019311898580000042
0,2,linear_r0c2,0.101806986705,0.101526,-0.0002809867049999998,0.0002809867049999998
0,3,tx,-35.802956505323024,-35.789354,0.013602505323021319,0.013602505323021319
1,0,linear_r1c0,-0.202393799825,-0.201236,0.001157799825,0.001157799825
1,1,linear_r1c1,1.026031128239,1.024742,-0.0012891282389999592,0.0012891282389999592
1,2,linear_r1c2,0.068892775316,0.068819,-7.377531599998821e-05,7.377531599998821e-05
1,3,ty,20.810875376898007,20.809315,-0.0015603768980056998,0.0015603768980056998
2,0,linear_r2c0,-0.082539638924,-0.081355,0.0011846389240000033,0.0011846389240000033
2,1,linear_r2c1,-0.094437732193,-0.094441,-3.267806999995848e-06,3.267806999995848e-06
2,2,linear_r2c2,0.963061537592,0.960655,-0.0024065375919999354,0.0024065375919999354
2,3,tz,21.910904304285992,22.125759,0.21485469571400628,0.21485469571400628
