match_index,source_x,source_y,source_z,reference_x,reference_y,reference_z,predicted_source_x,predicted_source_y,predicted_source_z,residual_x,residual_y,residual_z,residual_l2,raw_delta_l2
0.0,558.0,299.0,68.0,609.0,390.0,9.0,558.196021,299.289217,68.128633,-0.19602099999997336,-0.28921700000000783,-0.12863299999999356,0.3723132474395619,119.84573417523045
1.0,592.0,471.0,68.0,582.0,600.0,11.0,591.8659739999999,469.509092,67.391395,0.1340260000000626,1.4909079999999904,0.6086049999999972,1.615911408204356,141.3859964777276
2.0,544.0,252.0,69.0,611.0,329.0,10.0,543.8898170000001,251.37928800000003,69.67245,0.11018299999989267,0.6207119999999691,-0.6724499999999978,0.921744369623669,117.89402020458883
3.0,602.0,468.0,69.0,595.0,602.0,13.0,602.5061749999999,467.7021430000001,68.930285,-0.506174999999871,0.2978569999999081,0.06971500000000219,0.5914322482743184,145.3994497926316
4.0,557.0,304.0,70.0,606.0,395.0,11.0,557.183772,303.974149,69.72476499999999,-0.1837719999999763,0.025850999999988744,0.2752350000000092,0.33195591184673273,119.00840306465759
5.0,429.0,337.0,72.0,446.0,384.0,13.0,430.01111000000003,337.053772,72.43083299999999,-1.0111100000000306,-0.053771999999980835,-0.4308329999999927,1.100387174576773,77.32399368889322
6.0,529.0,173.0,75.0,624.0,233.0,15.0,529.062154,173.45148900000004,74.852221,-0.06215399999996407,-0.4514890000000378,0.14777899999999988,0.479107576310404,127.37739202856997
7.0,405.0,302.0,75.0,430.0,333.0,15.0,404.328496,301.604907,74.778581,0.6715040000000272,0.3950929999999744,0.22141899999999737,0.8099644894845793,72.01388754955533
8.0,555.0,305.0,75.0,603.0,396.0,18.0,555.1762869999999,305.59984900000006,75.466516,-0.1762869999998884,-0.5998490000000629,-0.4665159999999986,0.7800853206066852,117.61802582937702
9.0,564.0,254.0,76.0,633.0,340.0,18.0,563.919373,254.28403100000003,75.967012,0.08062700000004952,-0.28403100000002723,0.032988000000003126,0.29709010457102686,124.58330546265017
10.0,583.0,493.0,76.0,563.0,624.0,23.0,583.454499,493.21647300000006,77.04642299999999,-0.4544990000000553,-0.21647300000006453,-1.0464229999999901,1.1612196156020864,142.7235089254745
11.0,565.0,328.0,77.0,606.0,426.0,20.0,565.33023,328.150574,76.72595799999999,-0.33023000000002867,-0.15057400000000598,0.27404200000000856,0.454778407732849,120.55704044144414
12.0,560.0,323.0,78.0,602.0,417.0,22.0,559.8987679999999,322.21695100000005,78.496854,0.10123200000009547,0.7830489999999486,-0.496853999999999,0.9328866766874409,117.2006825918689
13.0,355.0,365.0,78.0,348.0,387.0,19.0,354.694442,364.928235,77.883781,0.3055580000000191,0.07176500000002761,0.11621900000000096,0.3346980169496315,63.35613624582863
14.0,433.0,115.0,79.0,536.0,129.0,18.0,433.65234999999996,115.55251700000001,79.07941799999999,-0.6523499999999558,-0.5525170000000088,-0.07941799999998977,0.8585701931193224,120.523856559604
15.0,467.0,528.0,79.0,415.0,619.0,24.0,467.158369,527.8280020000001,78.790544,-0.15836899999999332,0.17199799999991683,0.20945600000000297,0.3139042339647086,118.36384583140241
16.0,478.0,61.0,80.0,608.0,82.0,19.0,477.38229199999995,60.31790000000004,80.04551099999999,0.6177080000000501,0.6820999999999628,-0.04551099999999053,0.9213548905742077,145.12753012437028
17.0,475.0,165.0,80.0,564.0,203.0,20.0,474.679494,165.79195900000002,79.66195599999999,0.32050600000002305,-0.7919590000000198,0.33804400000001067,0.918801882699994,113.86395390991831
18.0,481.0,174.0,80.0,568.0,216.0,20.0,481.169724,174.85333,79.48173799999999,-0.16972399999997378,-0.8533299999999997,0.5182620000000071,1.012706189237529,113.7233485261492
19.0,425.0,209.0,80.0,491.0,234.0,20.0,426.01910699999996,208.86372300000002,79.71423,-1.0191069999999627,0.13627699999997844,0.2857699999999994,1.0671527496464215,92.63368717696602
20.0,389.0,246.0,80.0,434.0,262.0,21.0,389.020246,245.453394,80.52873299999999,-0.020245999999985997,0.546605999999997,-0.5287329999999884,0.7607539714263633,75.90783885739337
21.0,387.0,250.0,80.0,431.0,266.0,21.0,387.729691,249.341707,80.49798899999999,-0.7296910000000025,0.6582929999999863,-0.4979889999999898,1.1017221398569494,75.31932023060219
22.0,547.0,260.0,80.0,611.0,339.0,23.0,546.609345,259.276962,80.20491299999999,0.39065500000003794,0.7230379999999741,-0.20491299999999057,0.8469856055671715,116.55899793666725
23.0,482.0,339.0,80.0,505.0,407.0,23.0,481.931775,339.68086800000003,80.00346499999999,0.06822499999998399,-0.6808680000000322,-0.0034649999999913916,0.6842864095348099,91.6624241442479
24.0,458.0,343.0,80.0,474.0,402.0,22.0,456.533162,343.8473220000001,79.425364,1.4668379999999956,-0.8473220000000765,0.5746359999999981,1.7887914418467332,84.26743143112884
25.0,352.0,359.0,80.0,347.0,379.0,21.0,351.854305,358.99151400000005,79.625091,0.14569499999998925,0.008485999999948035,0.3749090000000024,0.40231306653152316,62.49799996799898
26.0,305.0,451.0,80.0,257.0,467.0,23.0,304.830879,450.79510400000004,80.727825,0.16912100000001828,0.20489599999996244,-0.7278249999999957,0.7747990152820179,76.21679604916491
27.0,606.0,474.0,80.0,597.0,610.0,27.0,606.2685849999999,473.53542500000003,80.294671,-0.26858499999991636,0.464574999999968,-0.2946709999999939,0.6122081599349373,146.23952953972466
28.0,442.0,144.0,81.0,536.0,165.0,21.0,443.045122,143.555429,81.103455,-1.0451219999999921,0.4445709999999963,-0.10345499999999674,1.1404500453548938,113.47686988985905
29.0,357.0,147.0,81.0,435.0,135.0,20.0,356.74866899999995,146.499098,81.235804,0.25133100000005015,0.5009019999999964,-0.23580400000000168,0.6080079042093305,99.74467404327912
30.0,437.0,160.0,81.0,523.0,182.0,20.0,437.35692299999994,160.13598300000004,80.154782,-0.35692299999993793,-0.1359830000000386,0.8452180000000027,0.9275121949289781,107.70793842609746
31.0,419.0,288.0,81.0,452.0,323.0,22.0,418.885742,288.181959,80.507058,0.11425800000000663,-0.1819590000000062,0.4929419999999993,0.5377320741865814,76.12489737267302
32.0,501.0,104.0,82.0,618.0,142.0,22.0,500.78932999999995,104.36937400000002,81.721564,0.2106700000000501,-0.36937400000002185,0.27843599999999924,0.5082770965448244,136.8685500763415
33.0,473.0,184.0,82.0,555.0,225.0,24.0,473.445673,185.26648000000003,82.726948,-0.4456729999999993,-1.2664800000000298,-0.726947999999993,1.5267774585816576,108.4850220076486
34.0,327.0,190.0,82.0,383.0,174.0,21.0,326.496787,190.336007,81.888381,0.5032130000000166,-0.33600699999999506,0.11161900000000458,0.615290848769112,84.33860326090301
35.0,554.0,321.0,82.0,596.0,414.0,25.0,554.4831919999999,321.475468,81.026505,-0.48319199999991724,-0.475467999999978,0.9734949999999998,1.1862701390968664,116.88455843266894
36.0,362.0,408.0,82.0,340.0,440.0,25.0,362.320604,408.25061800000003,82.20782899999999,-0.320604000000003,-0.2506180000000313,-0.2078289999999896,0.4569345685992835,68.97100840208152
37.0,131.0,549.0,82.0,18.0,513.0,24.0,131.090416,548.700103,82.38802,-0.09041600000000471,0.2998969999999872,-0.38801999999999737,0.49867101787149326,132.01893803541975
38.0,374.0,72.0,83.0,483.0,56.0,21.0,373.504315,72.64023300000001,82.728169,0.4956849999999804,-0.6402330000000092,0.27183100000000593,0.8541042126549871,126.41598000252975
39.0,424.0,92.0,83.0,534.0,98.0,23.0,424.078842,92.033218,83.562499,-0.07884200000000874,-0.03321800000000508,-0.5624990000000025,0.5689680320448632,125.44321424453376
40.0,310.0,113.0,83.0,394.0,79.0,21.0,310.329784,113.656405,82.970411,-0.32978400000001784,-0.6564050000000066,0.02958900000000142,0.7351874044092571,109.79981785048643
41.0,324.0,168.0,83.0,387.0,147.0,23.0,322.599009,168.335234,83.829745,1.4009909999999763,-0.335234000000014,-0.8297450000000026,1.6624182331356774,89.49860334105779
42.0,541.0,198.0,83.0,628.0,266.0,25.0,540.846224,198.15160000000003,82.625393,0.15377599999999347,-0.15160000000003038,0.37460699999999747,0.43238874016908135,124.72770341828635
43.0,447.0,204.0,83.0,518.0,238.0,24.0,448.076566,204.989778,82.78617,-1.076566000000014,-0.9897780000000012,0.21383000000000152,1.477964177691744,98.37682653958706
44.0,565.0,383.0,83.0,584.0,489.0,28.0,564.697286,382.90362100000004,82.650048,0.30271400000003723,0.09637899999995625,0.3499520000000018,0.47264265543962003,120.92146211487851
45.0,555.0,415.0,83.0,560.0,523.0,30.0,554.911306,415.58378700000003,84.01890599999999,0.08869400000003225,-0.5837870000000294,-1.018905999999987,1.1776431224445771,120.40764095355411
46.0,439.0,100.0,84.0,548.0,113.0,24.0,438.86902599999996,100.05799300000001,84.11922,0.13097400000003745,-0.0579930000000104,-0.11921999999999855,0.18636197338784183,125.09996003196804
47.0,332.0,171.0,84.0,397.0,154.0,23.0,332.190657,171.174065,83.686883,-0.19065699999998742,-0.17406500000001301,0.3131170000000054,0.40582135424716514,90.74690077352504
48.0,558.0,275.0,84.0,618.0,361.0,28.0,557.817512,274.600519,83.995936,0.18248800000003484,0.3994809999999802,0.0040639999999996235,0.43920775904006626,118.87808881370864
49.0,559.0,324.0,84.0,600.0,419.0,28.0,558.9194180000001,324.34985900000004,83.40122799999999,0.08058199999993576,-0.34985900000003767,0.598772000000011,0.6981566347095965,117.65202930676547
50.0,561.0,339.0,84.0,597.0,436.0,28.0,561.0108650000001,338.33973100000003,83.21362599999999,-0.010865000000080727,0.6602689999999711,0.7863740000000092,1.0268676976426798,117.64777940955791
51.0,432.0,387.0,84.0,427.0,443.0,27.0,430.72317699999996,387.977234,83.302493,1.2768230000000358,-0.9772340000000099,0.6975070000000017,1.7526492173661314,80.06247560499239
