row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.918493,0.0007673341210000517,0.0007673341210000517
0,1,linear_r0c1,0.215361189858,0.214403,-0.0009581898580000026,0.0009581898580000026
0,2,linear_r0c2,0.101806986705,0.101718,-8.898670500000205e-05,8.898670500000205e-05
0,3,tx,-35.802956505323024,-35.722268,0.08068850532302463,0.08068850532302463
1,0,linear_r1c0,-0.202393799825,-0.202054,0.00033979982499998673,0.00033979982499998673
1,1,linear_r1c1,1.026031128239,1.024885,-0.001146128238999955,0.001146128238999955
1,2,linear_r1c2,0.068892775316,0.069075,0.00018222468400000413,0.00018222468400000413
1,3,ty,20.810875376898007,20.9176,0.10672462310199293,0.10672462310199293
2,0,linear_r2c0,-0.082539638924,-0.08194,0.0005996389240000011,0.0005996389240000011
2,1,linear_r2c1,-0.094437732193,-0.094284,0.00015373219299999463,0.00015373219299999463
2,2,linear_r2c2,0.963061537592,0.962138,-0.0009235375919999234,0.0009235375919999234
2,3,tz,21.910904304285992,21.974312,0.06340769571400884,0.06340769571400884
