row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.231552790153,0.230041,-0.0015117901530000144,0.0015117901530000144
0,1,linear_r0c1,0.974582085927,0.969728,-0.004854085926999985,0.004854085926999985
0,2,linear_r0c2,0.291404913653,0.291268,-0.00013691365299994818,0.00013691365299994818
0,3,tx,-57.990932925931006,-57.424727,0.5662059259310084,0.5662059259310084
1,0,linear_r1c0,-0.614904379404,-0.614551,0.00035337940400004264,0.00035337940400004264
1,1,linear_r1c1,0.280146965149,0.284024,0.003877034850999994,0.003877034850999994
1,2,linear_r1c2,0.229765030835,0.229873,0.0001079691649999992,0.0001079691649999992
1,3,ty,145.86337175905098,145.312968,-0.5504037590509654,0.5504037590509654
2,0,linear_r2c0,0.112784546845,0.107245,-0.005539546845000007,0.005539546845000007
2,1,linear_r2c1,-0.512907588364,-0.512963,-5.541163599998011e-05,5.541163599998011e-05
2,2,linear_r2c2,0.654020967341,0.656094,0.0020730326589999404,0.0020730326589999404
2,3,tz,82.341978606284,82.935555,0.5935763937159919,0.5935763937159919
