row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.918195,0.00046933412100003125,0.00046933412100003125
0,1,linear_r0c1,0.215361189858,0.214648,-0.0007131898580000073,0.0007131898580000073
0,2,linear_r0c2,0.101806986705,0.101031,-0.0007759867050000091,0.0007759867050000091
0,3,tx,-35.802956505323024,-35.614904,0.18805250532302153,0.18805250532302153
1,0,linear_r1c0,-0.202393799825,-0.201602,0.0007917998249999947,0.0007917998249999947
1,1,linear_r1c1,1.026031128239,1.023765,-0.002266128238999965,0.002266128238999965
1,2,linear_r1c2,0.068892775316,0.069695,0.0008022246839999997,0.0008022246839999997
1,3,ty,20.810875376898007,20.865296,0.05442062310199347,0.05442062310199347
2,0,linear_r2c0,-0.082539638924,-0.082299,0.00024063892400000286,0.00024063892400000286
2,1,linear_r2c1,-0.094437732193,-0.09415,0.00028773219300000374,0.00028773219300000374
2,2,linear_r2c2,0.963061537592,0.962764,-0.00029753759200001895,0.00029753759200001895
2,3,tz,21.910904304285992,21.933904,0.022999695714005952,0.022999695714005952
