row,col,component,expected,estimated,diff,abs_diff
0,0,linear_r0c0,0.917725665879,0.981846,0.06412033412100004,0.06412033412100004
0,1,linear_r0c1,0.215361189858,0.218665,0.0033038101419999855,0.0033038101419999855
0,2,linear_r0c2,0.101806986705,0.109437,0.007630013295000002,0.007630013295000002
0,3,tx,-13.957829158217038,-16.102005,-2.1441758417829604,2.1441758417829604
1,0,linear_r1c0,-0.202393799825,-0.325027,-0.12263320017500001,0.12263320017500001
1,1,linear_r1c1,1.026031128239,0.919893,-0.10613812823900004,0.10613812823900004
1,2,linear_r1c2,0.068892775316,-0.010876,-0.07976877531599999,0.07976877531599999
1,3,ty,10.816175023788016,17.636218,6.820042976211983,6.820042976211983
2,0,linear_r2c0,-0.082539638924,-0.180757,-0.098217361076,0.098217361076
2,1,linear_r2c1,-0.094437732193,-0.1723,-0.07786226780700001,0.07786226780700001
2,2,linear_r2c2,0.963061537592,0.930603,-0.032458537592000014,0.032458537592000014
2,3,tz,2.0167317864610084,6.911863,4.895131213538992,4.895131213538992
